3.726000000000000000e+03 3.729000000000000000e+03 3.869000000000000000e+03 4.102000000000000000e+03 4.340000000000000000e+03 4.363000000000000000e+03 4.861000000000000000e+03 4.959000000000000000e+03 5.007000000000000000e+03 5.876000000000000000e+03 6.300000000000000000e+03 6.548000000000000000e+03 6.563000000000000000e+03 6.584000000000000000e+03 6.716000000000000000e+03 6.731000000000000000e+03 7.135000000000000000e+03
2.285440948074999973e-09 2.127992065669999966e-09 7.378532666400000376e-07 7.585251837300000988e-07 1.496132318305000135e-06 2.477250954025000016e-07 2.930690822570000350e-06 2.654422221155000232e-06 7.997790143049999753e-06 1.995124511810000236e-07 4.999999999999999538e-22 2.295990064185000259e-11 7.567806242199999912e-06 6.775947061750000611e-11 1.086350589430000147e-11 1.250172680850000019e-11 3.732243792050000115e-09
1.503038151314999967e-07 2.238566520880000253e-07 1.861958531275000228e-08 8.569786537550000795e-05 1.614247060855000099e-04 1.786364190760000181e-09 3.749471046660000288e-04 3.220846327574999935e-08 9.682109819750000088e-08 3.597244890019999849e-05 1.794609673225000200e-08 2.306587872799999980e-08 1.348869716220000127e-03 6.807223412350000188e-08 5.482390980700000217e-08 3.845652201435000671e-08 6.108998300800000878e-09
2.897143482135000289e-08 4.344802146430000138e-08 1.255943215755000066e-09 1.896574924870000315e-07 3.459154854595000181e-07 2.065237509950000051e-12 7.585251837300000988e-07 3.090082000690000112e-09 9.310435683300001222e-09 1.066522456575000176e-07 1.035070674395000051e-08 5.520393099500000128e-08 2.420861837920000104e-06 1.629183505010000061e-07 1.458713507000000139e-07 9.953366694950000768e-08 1.324250069304999989e-08
1.059180567625000126e-07 1.592098760864999917e-07 2.870582311035000207e-09 4.101757721650000459e-08 7.378532666400000641e-08 2.505936168135000315e-11 1.573874157050000026e-07 1.733684252265000289e-09 5.223601096100000135e-09 1.741686575180000037e-08 2.837723027045000052e-08 3.881235583145000377e-08 4.666271503985000718e-07 1.145433826385000048e-07 1.150720908705000036e-07 7.942733743000001322e-08 6.485896354899999763e-09
1.013841359760000032e-06 1.389856633880000047e-06 4.054805289270000453e-05 7.078968899800000287e-04 1.241566552649999919e-03 2.022879458485000098e-05 2.454539380765000198e-03 1.393060584315000195e-04 4.187646410634999908e-04 2.371209926299999856e-04 4.999999999999999538e-22 5.092956940249999640e-08 6.682977582749999833e-03 1.503038151314999967e-07 5.069556928700000582e-08 3.999171275035000522e-08 1.011509589340000005e-06
4.954159724465000196e-05 7.310885872300000772e-05 1.861958531275000159e-05 8.221858616050001180e-05 1.509975860200000141e-04 3.944300588095000347e-06 3.183977604540000035e-04 5.623024869850000798e-05 1.690324181030000066e-04 3.280726331514999781e-05 1.967750377280000206e-06 6.396906520799999372e-06 9.289022275450000993e-04 1.892212923585000087e-05 9.140501080699999553e-06 6.530854440650000720e-06 3.588971456355000478e-06
8.432765126950001330e-08 1.267564315250000224e-07 1.815390273849999910e-09 1.819575180635000143e-07 3.349423047085000206e-07 3.005868687415000370e-11 7.412590425750000318e-07 1.330362529900000114e-09 3.999171275035000026e-09 5.332980606150000450e-08 1.455358559035000186e-07 3.097205375385000042e-08 2.327930467614999985e-06 9.140501080699999976e-08 5.928843740850000048e-07 4.045479495890000076e-07 4.364856841940000490e-09
3.962506652400000613e-10 5.928843740849999717e-10 3.419558236405000581e-08 2.317234598679999911e-08 4.487143972505000163e-08 8.221858616049999197e-09 8.530411945000000655e-08 1.196657878205000133e-07 3.597244890020000294e-07 3.681035487475000066e-09 3.040675006394999981e-15 1.174816410425000051e-11 2.409738988125000211e-07 3.467129030085000558e-11 1.448671793849999907e-11 1.030314956635000021e-11 7.673084913999999864e-10
1.694220780695000049e-12 2.529123310014999922e-12 7.655437308400000136e-12 6.744814412949999599e-11 1.342672222829999985e-10 2.703771614730000193e-12 2.697553112575000275e-10 2.792350973685000031e-11 8.413370305349999645e-11 1.496132318305000027e-11 4.785970356475000564e-16 1.098929936389999988e-13 7.378532666399999814e-10 3.243172167739999995e-13 2.197708077190000084e-13 1.573874157050000089e-13 7.815738213200000336e-13
8.090400188200000723e-09 1.207730417219999874e-08 1.819575180635000160e-09 1.614247060855000121e-08 2.811706625949999896e-08 2.618002182930000132e-10 5.332980606150000450e-08 4.785970356475000547e-09 1.442015751565000076e-08 4.456254690670000371e-09 3.364883281420000249e-11 8.053228175899999959e-10 1.432088984955000294e-07 2.376676129715000331e-09 9.907635129050001204e-10 7.046443992100000343e-10 4.206975708224999964e-10
